StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,bot_1_1,bot_1_time_First Click,bot_1_time_Last Click,bot_1_time_Page Submit,bot_1_time_Click Count,consent1,consent2,Prolific_ver,gender,gender_9_TEXT,nativeness,pre_time_First Click,pre_time_Last Click,pre_time_Page Submit,pre_time_Click Count,Task_Desc_time_First Click,Task_Desc_time_Last Click,Task_Desc_time_Page Submit,Task_Desc_time_Click Count,comp_assi_time_First Click,comp_assi_time_Last Click,comp_assi_time_Page Submit,comp_assi_time_Click Count,GE_Comp_Assi_time_First Click,GE_Comp_Assi_time_Last Click,GE_Comp_Assi_time_Page Submit,GE_Comp_Assi_time_Click Count,Q1026_First Click,Q1026_Last Click,Q1026_Page Submit,Q1026_Click Count,Training_C24_Q1_time_First Click,Training_C24_Q1_time_Last Click,Training_C24_Q1_time_Page Submit,Training_C24_Q1_time_Click Count,Training_C24_Q1_1_1,Training_C24_Q1_1_2,Training_C24_Q1_1_3,Training_C24_Q1_1_4,Training_C24_Q1_1_5,Training_C24_Q1_1_6,Training_C24_Q1_1_7,Training_C24_Q1_1_8,Training_C24_Q2_time_First Click,Training_C24_Q2_time_Last Click,Training_C24_Q2_time_Page Submit,Training_C24_Q2_time_Click Count,Training_C24_Q2_1_1,Training_C24_Q2_1_2,Training_C24_Q2_1_3,Training_C24_Q2_1_4,Training_C24_Q2_1_5,Training_C24_Q2_1_6,Training_C24_Q2_1_7,Training_C24_Q2_1_8,Training_C24_Q3_time_First Click,Training_C24_Q3_time_Last Click,Training_C24_Q3_time_Page Submit,Training_C24_Q3_time_Click Count,Training_C24_Q3_1_1,Training_C24_Q3_1_2,Training_C24_Q3_1_3,Training_C24_Q3_1_4,Training_C24_Q3_1_5,Training_C24_Q3_1_6,Training_C24_Q3_1_7,Training_C24_Q3_1_8,Training_C24_Q4_time_First Click,Training_C24_Q4_time_Last Click,Training_C24_Q4_time_Page Submit,Training_C24_Q4_time_Click Count,Training_C24_Q4_1_1,Training_C24_Q4_1_2,Training_C24_Q4_1_16,Training_C24_Q4_1_17,Training_C24_Q4_1_18,Training_C24_Q4_1_19,Training_C24_Q4_1_20,Training_C24_Q4_1_21,bot_1_2,bot_2_time_First Click,bot_2_time_Last Click,bot_2_time_Page Submit,bot_2_time_Click Count,game_intro_time_First Click,game_intro_time_Last Click,game_intro_time_Page Submit,game_intro_time_Click Count,Game_C24_Q1_time_First Click,Game_C24_Q1_time_Last Click,Game_C24_Q1_time_Page Submit,Game_C24_Q1_time_Click Count,Game_C24_Q1_1_1,Game_C24_Q1_1_2,Game_C24_Q1_1_3,Game_C24_Q1_1_4,Game_C24_Q1_1_5,Game_C24_Q1_1_6,Game_C24_Q1_1_7,Game_C24_Q1_1_8,Game_C24_Q2_time_First Click,Game_C24_Q2_time_Last Click,Game_C24_Q2_time_Page Submit,Game_C24_Q2_time_Click Count,Game_C24_Q2_1_1,Game_C24_Q2_1_2,Game_C24_Q2_1_3,Game_C24_Q2_1_4,Game_C24_Q2_1_5,Game_C24_Q2_1_6,Game_C24_Q2_1_7,Game_C24_Q2_1_8,Game_C24_Q3_time_First Click,Game_C24_Q3_time_Last Click,Game_C24_Q3_time_Page Submit,Game_C24_Q3_time_Click Count,Game_C24_Q3_1_1,Game_C24_Q3_1_2,Game_C24_Q3_1_3,Game_C24_Q3_1_4,Game_C24_Q3_1_5,Game_C24_Q3_1_6,Game_C24_Q3_1_7,Game_C24_Q3_1_8,Game_C24_Q4_time_First Click,Game_C24_Q4_time_Last Click,Game_C24_Q4_time_Page Submit,Game_C24_Q4_time_Click Count,Game_C24_Q4_1_1,Game_C24_Q4_1_2,Game_C24_Q4_1_3,Game_C24_Q4_1_4,Game_C24_Q4_1_5,Game_C24_Q4_1_6,Game_C24_Q4_1_7,Game_C24_Q4_1_8,Game_C24_Q5_time_First Click,Game_C24_Q5_time_Last Click,Game_C24_Q5_time_Page Submit,Game_C24_Q5_time_Click Count,Game_C24_Q5_1_1,Game_C24_Q5_1_2,Game_C24_Q5_1_3,Game_C24_Q5_1_4,Game_C24_Q5_1_5,Game_C24_Q5_1_6,Game_C24_Q5_1_7,Game_C24_Q5_1_8,Game_C24_Q6_time_First Click,Game_C24_Q6_time_Last Click,Game_C24_Q6_time_Page Submit,Game_C24_Q6_time_Click Count,Game_C24_Q6_1_1,Game_C24_Q6_1_2,Game_C24_Q6_1_3,Game_C24_Q6_1_4,Game_C24_Q6_1_5,Game_C24_Q6_1_6,Game_C24_Q6_1_7,Game_C24_Q6_1_8,Game_C24_Q7_time_First Click,Game_C24_Q7_time_Last Click,Game_C24_Q7_time_Page Submit,Game_C24_Q7_time_Click Count,Game_C24_Q7_1_1,Game_C24_Q7_1_2,Game_C24_Q7_1_3,Game_C24_Q7_1_4,Game_C24_Q7_1_5,Game_C24_Q7_1_6,Game_C24_Q7_1_7,Game_C24_Q7_1_8,Game_C24_Q8_time_First Click,Game_C24_Q8_time_Last Click,Game_C24_Q8_time_Page Submit,Game_C24_Q8_time_Click Count,Game_C24_Q8_1_1,Game_C24_Q8_1_2,Game_C24_Q8_1_3,Game_C24_Q8_1_4,Game_C24_Q8_1_5,Game_C24_Q8_1_6,Game_C24_Q8_1_7,Game_C24_Q8_1_8,Game_C24_Q9_time_First Click,Game_C24_Q9_time_Last Click,Game_C24_Q9_time_Page Submit,Game_C24_Q9_time_Click Count,Game_C24_Q9_1_1,Game_C24_Q9_1_2,Game_C24_Q9_1_3,Game_C24_Q9_1_4,Game_C24_Q9_1_5,Game_C24_Q9_1_6,Game_C24_Q9_1_7,Game_C24_Q9_1_8,Cohort24_Q10_time_First Click,Cohort24_Q10_time_Last Click,Cohort24_Q10_time_Page Submit,Cohort24_Q10_time_Click Count,Cohort24_Q10_1_1,Cohort24_Q10_1_2,Cohort24_Q10_1_3,Cohort24_Q10_1_4,Cohort24_Q10_1_5,Cohort24_Q10_1_6,Cohort24_Q10_1_7,Cohort24_Q10_1_8,task_load_1_1,task_load_2_1,task_load_3_1,task_load_4_1,task_load_5_1,avg_task_load,task_load_time_First Click,task_load_time_Last Click,task_load_time_Page Submit,task_load_time_Click Count,trust_1_1,trust_2_1,trust_3_1,trust_4_1,trust_5_1,trust_6_1,trust_7_1,trust_8_1,avg_trust,trust_time_First Click,trust_time_Last Click,trust_time_Page Submit,trust_time_Click Count,explanation_ques_1_1,explanation_ques_2_1,explanation_ques_3_1,explanation_ques_4_1,explanation_ques_5_1,explanation_ques_6_1,explanation_ques_7_1,explanation_ques_8_1,avg_explanation,explanation_time_First Click,explanation_time_Last Click,explanation_time_Page Submit,explanation_time_Click Count,PROLIFIC_PID,cohort_num,DeviceIdentifier,training_counter,game_counter
16-11-20 23:21,16-11-20 23:53,IP Address,92.238.2.138,100,1936,TRUE,16-11-20 23:53,R_20YVcKFxUPiecwc,,,,,52.70500183,-2.443206787,anonymous,EN,0.9,s,5.886,5.886,14.275,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5d4603836f084f00191bd36e,Female,,43,2.451,3.544,6.719,2,0,0,92.829,0,0,0,49.903,0,0,0,38.367,0,0,0,34.003,0,4.798,63.432,67.561,9,0,1,0,1,0,2,0,1,7.902,51.942,63.407,11,0,1,1,1,0,0,0,2,3.527,60.39,82.739,11,1,0,0,0,2,0,2,0,19.542,60.112,84.6,11,1,1,1,0,1,0,1,0,e,3.836,3.836,6.761,1,0,0,8.783,0,3.42,124.639,127.456,16,1,0,0,1,2,3,1,1,5.66,100.871,153.336,16,2,5,1,0,0,0,0,2,3.68,93.81,96.163,13,0,1,0,1,2,3,1,0,5.126,111.327,115.907,13,0,0,0,1,2,4,2,0,3.419,84.215,101.566,16,2,1,2,1,1,1,1,0,24.354,157.513,175.115,31,0,2,0,0,0,1,1,1,5.076,86.535,112.976,14,0,0,2,2,2,1,2,0,8.066,63.072,88.688,10,2,1,3,0,0,0,0,0,3.6,90.355,118.579,13,1,0,1,2,1,1,1,0,4.591,110.641,115.518,49,0,1,0,2,2,3,0,1,19,5,8,17,14,12.6,7.252,20.6,22.243,5,3,3,2,2,3,2,3,2,2.5,4.207,30.17,31.203,8,3,4,4,4,3,2,3,3,3.25,3.832,32.152,32.893,8,,4,,5,11
16-11-20 23:14,16-11-20 23:55,IP Address,94.7.218.189,100,2479,TRUE,16-11-20 23:55,R_1IWOVPUJybBLdL0,,,,,55.74450684,-4.529602051,anonymous,EN,0.9,s,4.153,4.153,5.786,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5f8588380ed2590369179673,Male,,33,3.004,4.768,130.528,2,43.704,59.264,135.173,2,39.037,48.799,70.432,2,0,0,87.435,0,0,0,25.874,0,4.998,59.954,66.329,10,0,1,0,1,0,2,0,1,6.504,41.162,47.183,10,0,1,1,1,0,0,0,2,6.602,24.045,30.243,8,1,0,0,0,2,0,2,0,18.406,60.002,70.696,10,1,1,1,0,1,0,1,0,e,1.798,2.809,5.1,2,0,0,13.907,0,5.969,79.853,120.108,17,1,0,0,1,2,3,1,1,9.691,94.286,125.031,17,1,4,1,0,0,0,1,2,4.207,122.224,149.287,17,0,1,0,1,2,3,1,1,8.701,110.005,113.048,19,0,0,0,1,2,4,2,0,4.79,108.522,141.859,24,2,1,2,1,1,1,1,0,7.279,113.612,167.602,18,0,2,1,1,0,3,1,1,12.39,104.946,153.653,21,0,1,1,1,2,1,2,1,7.503,87.249,151.579,18,3,2,3,1,0,0,0,0,9.203,217.926,220.566,36,1,1,1,2,1,1,1,1,5.087,105.736,123.705,18,0,1,0,2,2,3,0,1,12,7,5,15,2,8.2,9.102,29.101,32.731,6,2,2,1,1,3,2,2,1,1.75,6.425,38.873,40.8,11,2,3,5,4,4,3,1,3,3.125,4.503,75.013,76.218,11,,4,,5,11
16-11-20 23:12,16-11-20 23:56,IP Address,213.1.5.127,100,2625,TRUE,16-11-20 23:56,R_3qerP87RQ0Psyio,,,,,54.84539795,-1.882003784,anonymous,EN,0.9,s,5.565,5.565,10.485,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5c6fe83f2b44fc000115f3b9,Male,,43,1.738,2.475,7.083,2,0,0,118.513,0,0,0,42.06,0,0,0,87.785,0,0,0,71.56,0,0.563,22.616,23.503,9,0,1,0,1,0,2,0,1,1.97,26.894,29.127,10,0,1,1,1,0,0,0,2,8.261,59.521,60.068,9,1,0,0,0,2,0,2,0,3.402,26.133,27.802,11,1,1,1,0,1,0,1,0,e,7.572,7.572,11.36,1,0,0,18.482,0,1.899,182.104,189.806,78,1,0,0,1,2,3,1,1,2.818,146.106,177.144,19,1,4,1,0,0,0,1,2,1.268,122.156,173.7,25,0,1,0,1,2,3,1,1,3.077,165.88,166.401,20,0,0,0,1,2,4,2,0,2.844,126.746,170.286,27,2,1,2,1,1,1,1,0,5.802,199.772,231.648,28,0,2,1,1,0,2,1,1,14.171,196.481,226.441,25,0,0,2,1,2,1,2,0,2.407,140.92,204.332,34,3,1,3,1,0,0,0,0,5.107,180.996,217.008,33,1,1,1,2,1,1,1,1,1.704,99.339,127.713,28,0,1,0,2,2,3,0,1,8,4,4,21,3,8,4.982,45.503,51.106,10,3,4,2,1,2,1,2,1,2,5.918,32.323,33.008,9,4,4,4,2,4,2,4,1,3.125,7.791,41.559,42.208,12,,4,,5,11
16-11-20 23:11,16-11-20 23:57,IP Address,92.40.189.182,100,2760,TRUE,16-11-20 23:57,R_1OpIw6lhYQhylNm,,,,,51.49639893,-0.122406006,anonymous,EN,0.9,s,9.781,9.781,12.554,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,55206838fdf99b5d4cf472f8,Female,,54,5.008,13.111,28.343,5,34.749,280.18,280.963,11,43.915,70.612,71.546,2,95.37,148.298,149.561,3,7.357,49.669,57.164,2,20.203,74.055,74.931,20,0,1,0,1,0,2,0,1,20.66,62.317,63.148,16,0,1,1,1,0,0,0,2,25.799,105.984,108.256,15,1,0,0,0,2,0,2,0,11.809,82.181,84.495,18,1,1,1,0,1,0,1,0,e,3.251,3.251,9.449,1,26.822,26.822,28.452,1,21.119,120.122,121.016,13,1,0,0,1,0,3,1,1,13.383,142.791,144.101,15,1,4,1,0,0,0,1,2,14.924,158.803,159.749,14,0,1,0,1,2,3,1,0,16.721,88.825,89.936,10,0,0,0,0,2,4,2,0,42.348,204.316,205.191,15,2,1,1,1,1,1,1,0,10.846,152.019,153.253,18,0,1,0,1,0,1,1,0,17.639,170.499,171.373,20,0,1,1,1,1,1,2,1,55.403,115.27,116.23,8,2,1,3,1,0,0,0,0,27.031,197.022,197.982,18,1,0,0,2,0,1,1,1,24.13,113.155,115.563,13,0,1,0,1,2,3,0,0,17,8,7,18,2,10.4,4.662,45.877,46.775,10,2,3,2,2,3,2,3,2,2.375,4.885,48.99,50.306,14,5,4,5,4,5,4,5,5,4.625,7.535,58.855,62.519,17,,4,,5,11
16-11-20 23:14,16-11-20 23:57,IP Address,86.4.44.168,100,2561,TRUE,16-11-20 23:57,R_2CeUqthYL3CghEZ,,,,,53.40029907,-2.215393066,anonymous,EN,0.9,s,107.112,107.112,116.294,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5acb92e9e1099600016ad073,Female,,32,4.348,11.388,145.512,4,1.709,1.709,46.544,1,2.039,2.039,24.497,1,1.515,31.198,32.346,8,14.071,14.071,15.623,1,9.608,58.205,61.875,15,0,1,0,1,0,2,0,1,6.997,52.506,53.754,13,0,1,1,1,0,0,0,2,2.915,47.963,49.273,12,1,0,0,0,2,0,2,0,10.701,94.594,95.741,28,1,1,1,0,1,0,1,0,e,4.895,4.895,7.282,1,8.624,8.624,11.212,1,11.992,77.285,78.245,30,1,0,0,0,2,2,1,0,65.816,132.477,133.443,21,0,4,1,0,0,0,1,2,3.303,73.586,74.832,19,0,1,0,1,3,2,1,0,13.708,100.963,101.919,24,0,1,0,0,1,4,2,0,4.753,146.805,147.656,85,0,1,1,1,1,1,3,0,2.673,146.854,147.847,25,0,1,1,0,0,1,1,2,87.186,170.4,171.619,21,0,1,0,1,1,1,2,0,3.551,144.159,145.243,51,3,1,3,1,0,0,0,0,3.931,112.243,113.258,26,0,1,1,1,1,0,2,0,4.945,88.388,89.6,22,0,2,0,1,2,3,0,0,16,5,17,19,11,13.6,6.451,33.022,34.406,9,2,2,2,2,4,1,2,2,2.125,2.634,26.947,28.278,13,2,2,2,2,4,4,4,4,3,3.75,34.322,35.459,20,,4,,5,11
16-11-20 23:10,17-11-20 0:01,IP Address,2.124.70.33,100,3051,TRUE,17-11-20 0:01,R_cxb0XR6UVGFBsLT,,,,,53.36529541,-2.917800903,anonymous,EN,0.9,s,12.83,12.83,16.625,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5baa9508849a3b0001c5d8b4,Female,,55,4.728,6.682,10.551,2,0,0,151.833,0,0,0,58.345,0,15.305,42.033,86.21,2,0,0,40.299,0,8.594,48.456,49.144,10,0,1,0,1,0,2,0,1,7.797,111.049,137.977,12,0,1,1,2,0,0,0,1,8.249,45.955,49.923,14,1,0,0,0,2,0,2,0,3.085,38.019,54.961,10,1,1,1,0,1,0,1,0,e,7.113,7.113,11.534,1,0,0,68.867,0,5.532,123.769,133.143,18,1,0,0,1,2,3,1,1,5.355,108.378,112.928,20,1,3,1,0,0,0,1,2,5.043,180.349,181.026,26,0,0,1,1,2,3,1,0,7.408,77.701,117.054,11,0,0,0,0,2,4,2,0,1.779,113.451,148.257,17,2,1,2,1,1,1,1,0,12.841,124.275,160.048,12,0,1,0,0,0,0,1,0,4.902,174.144,178.234,15,0,1,1,1,2,1,2,1,4.582,140.122,146.781,13,3,1,3,1,0,0,0,0,34.303,236.684,240.091,17,1,0,1,2,1,1,2,0,10.209,221.046,224.202,34,0,1,0,0,2,3,0,1,18,12,5,18,1,10.8,13.301,40.736,42.191,5,3,3,2,2,3,3,2,2,2.5,10.075,51.466,52.633,9,5,4,4,3,4,4,4,3,3.875,6.135,43.506,44.321,9,,4,,5,11
16-11-20 23:07,17-11-20 0:05,IP Address,93.96.110.127,100,3480,TRUE,17-11-20 0:05,R_RDqaOjHoVz8MtO1,,,,,51.34759521,-0.736297607,anonymous,EN,0.9,s,11.112,11.112,13.868,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5f2a95d3209c1b2da270c053,Female,,31,4.086,7.445,10.758,2,76.716,84.755,95.832,2,0,0,51.107,0,0,0,85.317,0,0,0,307.922,0,13.888,64.626,76.987,9,0,1,0,1,0,2,0,1,13.618,69.255,89.08,11,0,1,1,1,0,0,0,2,15.86,85.784,103.531,8,1,0,0,0,2,0,2,0,34.419,147.738,173.242,17,1,1,1,0,1,0,1,0,e,9.19,9.19,11.776,1,0,0,65.983,0,12.639,157.89,176.476,15,1,0,0,1,2,3,1,1,20.719,152.798,173.527,17,1,4,1,0,0,0,1,2,13.614,185.341,197.234,13,0,1,0,1,2,3,1,0,16.452,169.089,178.901,17,0,0,0,1,2,4,2,0,4.164,185.213,209.382,17,2,1,2,1,1,1,1,0,11.808,189.054,222.401,10,0,2,1,1,0,3,1,1,16.122,182.938,192.938,17,0,1,1,1,2,1,2,1,6.028,109.746,192.239,12,3,1,3,1,0,0,0,0,17.578,190.868,208.234,16,1,0,1,2,1,1,1,1,6.317,213.04,217.028,19,0,1,0,1,2,2,0,1,15,10,1,14,1,8.2,5.774,33.747,36.44,5,3,3,1,1,2,2,3,2,2.125,6.756,43.329,45.594,9,5,4,4,5,5,3,4,4,4.25,7.488,58.669,61.749,9,,4,,5,11
16-11-20 23:11,17-11-20 0:08,IP Address,151.229.199.160,100,3415,TRUE,17-11-20 0:08,R_24bJocMvpO0M1XH,,,,,50.78959656,-2.124893188,anonymous,EN,0.9,s,11.467,11.467,14.427,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5f59132a01e50c10a2d3a64d,Female,,38,7.021,18.86,21.285,4,11.63,214.289,215.739,7,49.731,75.538,77.128,2,7.149,138.732,140.3,4,60.132,60.132,61.985,1,14.34,155.217,156.65,16,0,1,0,1,0,2,0,0,36.321,165.609,167.572,17,0,1,1,1,0,0,0,2,32.586,78.936,80.528,7,1,0,0,0,2,0,2,0,5.533,180.326,182.09,14,1,1,1,0,1,0,1,0,e,7.731,7.731,12.438,1,21.346,21.346,23.69,1,5.114,108.229,109.581,24,1,0,0,1,2,3,1,1,15.64,225.917,227.052,33,1,3,1,0,0,0,1,2,5.392,183.306,184.968,31,0,1,0,1,2,3,1,0,31.78,146.61,148.579,21,0,0,0,1,2,4,2,0,5.884,183.637,184.9,33,2,1,2,1,1,1,1,0,13.179,210.55,211.6,17,0,2,1,1,0,1,1,1,9.63,225.756,240.126,36,0,1,1,1,2,0,2,0,3.199,153.056,155.91,28,3,2,3,1,0,0,0,0,4.632,224.876,226.311,38,1,1,1,2,1,1,1,1,6.618,179.684,181.542,29,0,1,0,2,2,3,0,1,20,18,4,20,14,15.2,7.18,50.793,52.26,9,2,2,1,2,4,2,3,3,2.375,10.691,56.396,57.837,11,4,4,4,4,2,4,4,4,3.75,6.469,55.259,56.383,11,,4,,5,11
16-11-20 23:24,17-11-20 0:08,IP Address,84.64.172.214,100,2666,TRUE,17-11-20 0:08,R_1dojWLPTnWijOQl,,,,,52.52789307,-2.070495605,anonymous,EN,0.9,s,16.112,16.112,17.306,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5d5cf15399c79e0015562ff7,Female,,30,2.405,3.317,7.626,2,0,0,95.248,0,0,0,74.745,0,0,0,93.095,0,0,0,84.954,0,6.137,48.31,61.482,9,0,1,0,1,0,2,0,2,7.596,59.344,77.023,9,0,1,1,1,0,0,0,2,14.48,73.533,77.814,8,1,0,0,0,2,0,2,0,4.892,47.825,64.986,10,1,1,1,0,1,0,1,0,e,7.407,7.407,9.005,1,0,0,26.669,0,2.509,96.996,122.101,36,1,0,0,1,2,3,1,1,7.312,147.083,150.982,49,1,4,1,0,0,0,1,2,2.933,115.63,188.45,41,0,1,0,1,2,3,1,0,1.603,128.9,138.789,63,0,0,0,1,2,4,2,0,5.575,112.616,127.701,46,2,1,2,1,1,1,1,0,7.581,171.296,223.816,57,0,2,1,1,0,3,1,1,5.606,148.251,160.094,39,0,1,1,1,2,1,2,1,4.387,139.84,190.496,41,3,2,3,1,0,0,0,0,5.809,160.113,172.453,49,1,1,1,2,1,1,1,1,3.746,119.713,138.496,43,0,1,0,2,2,3,0,1,18,7,7,16,6,10.8,9.247,49.477,57.053,6,2,3,1,2,3,2,2,2,2.125,7.793,54.783,58.746,8,4,4,4,3,4,2,2,2,3.125,8.139,47.641,49.698,9,,4,,5,11
16-11-20 23:43,17-11-20 0:13,IP Address,92.10.36.220,100,1794,TRUE,17-11-20 0:13,R_2dAc2QVfmDIH2HA,,,,,53.83070374,-1.729202271,anonymous,EN,0.9,s,7.55,7.55,11.517,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5cc99062d918560016acf6ac,Female,,51,2.891,7.766,8.506,4,296.771,296.771,297.613,1,8.748,75.115,75.954,12,15.995,114.478,115.302,2,0,0,57.053,0,5.057,53.979,53.88,31,0,1,0,1,0,2,0,1,5.086,33.938,34.553,12,0,1,1,1,0,0,0,2,9.144,41.065,41.838,24,1,0,0,0,2,0,2,0,3.646,39.059,40.115,15,1,1,1,0,1,0,1,0,e,2.669,2.669,5.123,1,0,0,6.506,0,3.919,47.375,48.088,12,1,0,0,0,1,2,1,0,2.863,76.491,77.367,19,1,4,1,0,0,0,1,1,3.465,51.513,52.346,14,0,1,0,1,2,2,1,0,2.572,68.284,69.132,17,0,0,0,0,2,4,2,0,3.72,86.496,87.444,34,2,1,1,1,1,1,1,0,3.858,74.242,75.193,13,0,1,0,1,0,0,1,0,3.689,73.545,84.67,20,0,1,1,1,1,1,1,0,4.506,74.689,75.525,15,2,1,2,1,0,0,0,0,3.986,104.401,105.206,16,0,0,1,2,0,1,2,1,5.311,82.783,83.575,21,0,0,1,2,2,3,0,1,1,7,6,11,1,5.2,3.395,24.986,25.692,8,1,1,1,1,2,1,1,1,1.125,3.922,23.238,24.332,11,5,4,4,4,3,3,2,2,3.375,11.988,39.376,40.441,14,,4,,5,11
16-11-20 23:11,17-11-20 0:16,IP Address,94.173.178.160,100,3889,TRUE,17-11-20 0:16,R_3n0oE1zP5GIWak1,,,,,51.45350647,-2.591705322,anonymous,EN,0.9,s,4.406,4.406,9.712,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5e948f46cb8df52f78584d33,Female,,21,2.249,3.663,5.847,2,0,0,48.066,0,0,0,28.291,0,0,0,45.51,0,0,0,43.499,0,2.517,37.731,40.56,41,0,1,0,1,0,2,0,0,5.206,22.181,24.374,9,0,1,1,2,0,0,0,1,3.32,18.163,21.385,8,1,0,0,0,2,0,2,0,3.62,37.816,41.013,9,1,1,1,0,1,0,0,0,e,1.804,1.804,4.695,1,0,0,17.147,0,4.237,36.01,40.885,10,1,0,0,1,1,1,1,0,3.092,37.102,39.259,12,1,2,1,0,0,0,1,2,14.743,53.255,55.136,14,0,1,0,1,2,3,1,0,4.506,46.782,49.78,11,0,0,0,0,2,4,2,0,3.151,53.143,55.83,16,2,1,2,1,1,1,1,0,4.699,47.85,50.763,20,0,2,1,1,0,2,1,1,12.836,60.422,64.662,23,0,1,1,1,2,1,2,1,9.089,50.025,51.233,16,3,1,3,1,0,0,0,0,4.539,62.297,65.438,17,1,1,1,2,1,1,1,1,5.984,67.726,70.223,18,0,1,0,2,2,3,0,1,5,7,7,5,2,5.2,4.806,22.19,24.007,6,2,3,2,2,3,3,2,2,2.375,4.645,32.205,33.809,10,3,2,2,2,1,3,1,4,2.25,5.767,34.794,35.455,10,,4,,5,11
16-11-20 23:01,17-11-20 0:27,IP Address,90.253.95.104,100,5166,TRUE,17-11-20 0:27,R_CfeVwn5L2z8m7IZ,,,,,51.49639893,-0.122406006,anonymous,EN,0.9,s,14.107,14.107,20.42,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5d3a12fa3bc59d0001b05812,Female,,61,8.552,16.489,32.41,11,48.985,181.368,184.596,38,25.253,107.822,110.425,38,81.911,234.82,237.846,60,13.343,68.402,70.841,7,14.089,178.277,184.68,60,0,1,0,1,0,2,0,1,14.55,238.612,240.16,86,0,0,0,1,0,0,0,2,13.411,232.269,240.073,73,2,0,0,0,0,0,0,0,4.161,234.832,238.553,49,1,1,1,1,1,2,2,0,e,7.163,7.163,15.858,1,33.989,35.884,41.371,4,30.887,210.084,240.199,92,0,0,0,0,0,0,0,0,10.105,229.454,240.123,79,0,0,0,0,0,0,0,0,7.56,173.136,175.971,62,0,0,0,1,2,3,0,0,12.052,238.187,240.152,79,0,0,0,0,2,1,1,0,4.921,236.426,240.124,65,1,0,0,0,1,1,1,1,0.796,187.378,191.722,73,0,0,0,1,0,0,0,0,1.053,205.174,208.435,101,0,0,0,0,1,0,1,0,1.044,228.281,229.968,136,1,2,1,1,0,0,0,0,4.009,218.69,220.988,36,0,0,0,0,0,0,0,0,0.154,5.144,14.681,5,0,0,0,0,0,0,0,0,20,17,19,20,14,18,15.76,218.166,222.884,76,2,2,2,2,4,3,3,2,2.5,0.018,133.359,135.351,43,4,4,3,4,2,2,3,3,3.125,7.065,106.387,108.621,38,,4,,5,11
16-11-20 23:05,17-11-20 1:11,IP Address,79.66.41.110,100,7564,TRUE,17-11-20 1:11,R_2fvt2BvNsruzO3n,,,,,51.4743042,-0.092803955,anonymous,EN,0.9,s,2.617,2.617,19.74,1,"Yes, I understand the explanatory statement and agree to participate in this study.",Yes,5f7dba780be187011dffc4a8,Male,,25,3.409,4.9,15.678,3,0,0,16.41,0,0,0,13.971,0,5.543,5.543,11.768,1,0,0,4.653,0,45.766,50.956,51.864,3,0,1,0,1,0,2,0,0,10.294,17.988,21.633,5,0,2,0,1,0,0,0,2,5.115,51.962,52.806,15,2,0,0,0,2,0,2,0,36.776,58.48,59.884,8,1,1,1,0,1,0,1,0,e,3.188,3.188,5.532,1,0,0,3.92,0,0,0,241.993,0,0,0,0,0,0,0,0,0,0,0,241.994,0,0,0,0,0,0,0,0,0,0,0,241.651,0,0,0,0,0,0,0,0,0,0,0,241.995,0,0,0,0,0,0,0,0,0,0,0,241.997,0,0,0,0,0,0,0,0,0,0,0,241.992,0,0,0,0,0,0,0,0,0,0,0,241.992,0,0,0,0,0,0,0,0,0,0,0,241.992,0,0,0,0,0,0,0,0,0,0,0,241.994,0,0,0,0,0,0,0,0,0,0,0,241.321,0,0,0,0,0,0,0,0,0,7,16,12,15,10,12,4236.939,4240.176,4240.86,5,3,3,2,3,3,3,3,3,2.875,1.306,8.632,9.249,9,3,4,4,4,4,4,4,4,3.875,5.505,12.661,13.129,11,,4,,5,11
